sst,Latitude,Longitude,Date,site,subsite,mmm_climatology,mmm_climatology_as_at,hotspot,degree_heating_day_mmm_climatology,degree_heating_week_mmm_climatology,year,mmm_from_sst,mmm_from_sst_year_range,degree_heating_day_mmm_from_sst,DHW_value,dhw_threshold,accum_DHW_12weeks
29.7,-14.0793,121.948,1985-01-06,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7696450972862259,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.76,-14.0793,121.948,1985-01-07,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.8296450972862282,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.68,-14.0793,121.948,1985-01-08,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7496450972862263,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.76,-14.0793,121.948,1985-01-09,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.8296450972862282,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
30.03,-14.0793,121.948,1985-01-10,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.0996450972862277,0,0,1990,28.930354902713773,1985_to_1990,1.0996450972862277,0.15709215675517538,1,0
30.18,-14.0793,121.948,1985-01-11,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.2496450972862263,0,0,1990,28.930354902713773,1985_to_1990,1.2496450972862263,0.17852072818374662,1,0
29.6,-14.0793,121.948,1985-01-12,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.669645097286228,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.16,-14.0793,121.948,1985-01-13,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.22964509728622673,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.36,-14.0793,121.948,1985-01-14,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.429645097286226,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.9,-14.0793,121.948,1985-01-15,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.9696450972862252,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.92,-14.0793,121.948,1985-01-16,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.9896450972862283,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.93,-14.0793,121.948,1985-01-17,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.9996450972862263,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.69,-14.0793,121.948,1985-01-18,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7596450972862279,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.09,-14.0793,121.948,1985-01-19,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.15964509728622645,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.11,-14.0793,121.948,1985-01-20,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.17964509728622602,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.13,-14.0793,121.948,1985-01-21,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.1996450972862256,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.24,-14.0793,121.948,1985-01-22,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.309645097286225,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.34,-14.0793,121.948,1985-01-23,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.40964509728622645,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.17,-14.0793,121.948,1985-01-24,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.2396450972862283,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.65,-14.0793,121.948,1985-01-25,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.28035490271377483,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.32,-14.0793,121.948,1985-01-26,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.6103549027137731,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.28,-14.0793,121.948,1985-01-27,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.6503549027137723,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.58,-14.0793,121.948,1985-01-28,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.3503549027137751,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.57,-14.0793,121.948,1985-01-29,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.6396450972862269,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.41,-14.0793,121.948,1985-01-30,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.47964509728622673,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.41,-14.0793,121.948,1985-01-31,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.47964509728622673,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.46,-14.0793,121.948,1985-02-01,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.5296450972862274,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.41,-14.0793,121.948,1985-02-02,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.47964509728622673,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.29,-14.0793,121.948,1985-02-03,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.35964509728622573,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.24,-14.0793,121.948,1985-02-04,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.309645097286225,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
30.11,-14.0793,121.948,1985-02-05,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.179645097286226,0,0,1990,28.930354902713773,1985_to_1990,1.179645097286226,0.16852072818374658,1,0
30.67,-14.0793,121.948,1985-02-06,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.7396450972862283,0,0,1990,28.930354902713773,1985_to_1990,1.7396450972862283,0.2485207281837469,1,0
30.74,-14.0793,121.948,1985-02-07,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.809645097286225,1.0600006633996948,0.1514286661999564,1990,28.930354902713773,1985_to_1990,1.809645097286225,0.25852072818374644,1,0
30.65,-14.0793,121.948,1985-02-08,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.7196450972862252,0,0,1990,28.930354902713773,1985_to_1990,1.7196450972862252,0.2456635853266036,1,0
30.02,-14.0793,121.948,1985-02-09,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.0896450972862262,0,0,1990,28.930354902713773,1985_to_1990,1.0896450972862262,0.15566358532660374,1,0
29.83,-14.0793,121.948,1985-02-10,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.8996450972862249,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.7,-14.0793,121.948,1985-02-11,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7696450972862259,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.78,-14.0793,121.948,1985-02-12,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.8496450972862277,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.68,-14.0793,121.948,1985-02-13,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7496450972862263,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.67,-14.0793,121.948,1985-02-14,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.7396450972862283,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.55,-14.0793,121.948,1985-02-15,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.6196450972862273,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.58,-14.0793,121.948,1985-02-16,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.6496450972862249,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.59,-14.0793,121.948,1985-02-17,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.6596450972862264,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
29.87,-14.0793,121.948,1985-02-18,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,0.9396450972862276,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
30.06,-14.0793,121.948,1985-02-19,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.1296450972862253,0,0,1990,28.930354902713773,1985_to_1990,1.1296450972862253,0.16137787104088933,1,0
30.09,-14.0793,121.948,1985-02-20,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.1596450972862264,0,0,1990,28.930354902713773,1985_to_1990,1.1596450972862264,0.16566358532660377,1,0
29.94,-14.0793,121.948,1985-02-21,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,1.0096450972862279,0,0,1990,28.930354902713773,1985_to_1990,1.0096450972862279,0.14423501389803256,1,0
28.76,-14.0793,121.948,1985-02-22,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.17035490271377185,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.33,-14.0793,121.948,1985-02-23,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.6003549027137751,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.6,-14.0793,121.948,1985-02-24,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.330354902713772,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.69,-14.0793,121.948,1985-02-25,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.24035490271377213,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
28.57,-14.0793,121.948,1985-02-26,Scott Reef,SCOTTSL1,29.679999336600304,2019-01-01,-0.36035490271377313,0,0,1990,28.930354902713773,1985_to_1990,0,0,1,0
